type,number,name,foreign name,state,company,time
US military standards MIL,MIL-PRF-49450/4-1997(R2014),"Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-716/A,Cell Vent Assembly","BATTERY, RECHARGEABLE, NICKEL-CADMIUM, VENTED, AIRCRAFT, BB-716/A,CELL VENT ASSEMBLY",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2014/1/30
US military standards MIL,MIL-F-87168-1983(R2014),"Fire And Explosion Hazard Protection Systems, Aircraft, General Specification For","FIRE AND EXPLOSION HAZARD PROTECTION SYSTEMS, AIRCRAFT, GENERAL SPECIFICATION FOR",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2014/2/14
US military standards MIL,QPL-81352-2019,"Coatings, Aircraft Touch-Up","Coatings, Aircraft Touch-Up",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/6/11
US military standards MIL,QPL-83936-2019,"Remover, Paint, Tank Type; For Aircraft Wheels, Landing Gear Components, And Other Aircraft And Support Equipment","Remover, Paint, Tank Type; for Aircraft Wheels, Landing Gear Components, and Other Aircraft and Support Equipment",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/4/8
US military standards MIL,QPL-19068-2003(R2006),"Valves, Shuttle, Hydraulic, Aircraft, Type Ii Systems","VALVES, SHUTTLE, HYDRAULIC, AIRCRAFT, TYPE II SYSTEMS",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2006/9/22
US military standards MIL,QPL-8566-1991(R1992),"Valves, Aircraft Hydraulic Flow Regulator","VALVES, AIRCRAFT HYDRAULIC FLOW REGULATOR",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1992/3/13
US military standards MIL,QPL-5545-1984(R1997),"Corrosion Preventive, Aircraft Engine, Heavy Oil Type","CORROSION PREVENTIVE, AIRCRAFT ENGINE, HEAVY OIL TYPE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/9/29
US military standards MIL,QPL-7101-2000(R2007),"Transmission, Power, Constant Speed, General Specification (Aircraft Use)","TRANSMISSION, POWER, CONSTANT SPEED, GENERAL SPECIFICATION (AIRCRAFT USE)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2007/11/30
US military standards MIL,MS 27584-1976(R1998),"Adapter, 1/4 Inch Pneumatic Servicing, Us Ground Equipment To Raf Aircraft","ADAPTER, 1/4 INCH PNEUMATIC SERVICING, US GROUND EQUIPMENT TO RAF AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/5/29
US military standards MIL,MS 27585-1976(R1998),"Adapter, Water-Menthol Servicing, Us Ground Equipment To Raf Aircraft","ADAPTER, WATER-MENTHOL SERVICING, US GROUND EQUIPMENT TO RAF AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/5/29
US military standards MIL,QPL-7886/1007-1970,"Spark Plug: Shielded, Massive Electrode, Type 3 For Aircraft Reciprocating Engines","SPARK PLUG: SHIELDED, MASSIVE ELECTRODE, TYPE 3 FOR AIRCRAFT RECIPROCATING ENGINES",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1970/10/14
US military standards MIL,QPL-7886/20-1982(R1996),"Spark Plug,Shielded,Aircraft Reciprocating","SPARK PLUG,SHIELDED,AIRCRAFT RECIPROCATING",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/2
US military standards MIL,QPL-7886/28-1987(R1996),"Spark Plug, Shielded, Aircraft Reciprocating","SPARK PLUG, SHIELDED, AIRCRAFT RECIPROCATING",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/2
US military standards MIL,DI-ENVR-82270-2019,Aircraft Integrated Systems Climatic Test Report,AIRCRAFT INTEGRATED SYSTEMS CLIMATIC TEST REPORT,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/5/17
US military standards MIL,QPL-8490-1958(R1963),"Fastener, Case, For Equipment Rack System In Aircraft","FASTENER, CASE, FOR EQUIPMENT RACK SYSTEM IN AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1963/11/12
US military standards MIL,DI-SESS-82122-2017,Structural Design Criteria (Sdc) Report (Aircraft),STRUCTURAL DESIGN CRITERIA (SDC) REPORT (AIRCRAFT),effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2017/4/28
US military standards MIL,AN 5744-1950(R1996),"Inclinometer-Aircraft, Ball Syle","INCLINOMETER-AIRCRAFT, BALL SYLE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/4
US military standards MIL,MS 27594-1973(R1998),"Adapter, Tire Inflating, Us Ground Equipment To Raf Aircraft","ADAPTER, TIRE INFLATING, US GROUND EQUIPMENT TO RAF AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/5/29
US military standards MIL,MIL-C-22442/38-1988,"Cable Assembly, Radio Frequency (Aircraft Audio)","CABLE ASSEMBLY, RADIO FREQUENCY (AIRCRAFT AUDIO)",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1988/9/2
US military standards MIL,QPL-9129-1969(R1975),"Discharger, Aircraft Electrostatic General Specification For","DISCHARGER, AIRCRAFT ELECTROSTATIC GENERAL SPECIFICATION FOR",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1975/2/19
US military standards MIL,QPL-7072-1993(R1998),"Wire, Electric, 600-Volts, Aluminum, Aircraft General Specification For","WIRE, ELECTRIC, 600-VOLTS, ALUMINUM, AIRCRAFT GENERAL SPECIFICATION FOR",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/12/16
US military standards MIL,QPL-81305-1980(R1996),"Power, Distribution Panel, Alternating Current F-4 Aircraft Specification","POWER, DISTRIBUTION PANEL, ALTERNATING CURRENT F-4 AIRCRAFT SPECIFICATION",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,DI-SESS-82268-2019,Aircraft Structural Teardown Inspection And Evaluation Report,AIRCRAFT STRUCTURAL TEARDOWN INSPECTION AND EVALUATION REPORT,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/5/17
US military standards MIL,MS 20221-1984(R1998),"Pulley, Groove, Heavy Duty, Control, Aircraft","PULLEY, GROOVE, HEAVY DUTY, CONTROL, AIRCRAFT",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/5/5
US military standards MIL,QPL-21480/8-1966(R1976),"Generator System, 40 Kva, Ch-46 Aircraft","GENERATOR SYSTEM, 40 KVA, CH-46 AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1976/10/20
US military standards MIL,QPL-5091-2001(R2008),"Transmission, Power, Constant Ratio, General Specification (Aircraft Use)","TRANSMISSION, POWER, CONSTANT RATIO, GENERAL SPECIFICATION (AIRCRAFT USE)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2008/10/16
US military standards MIL,MIL-P-6068-1951,"Pine, Aircraft Western White","PINE, AIRCRAFT WESTERN WHITE",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1951/5/15
US military standards MIL,QPL-87218-2020,"Cable, Lockclad, For Aircraft Control","Cable, Lockclad, for Aircraft Control",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/9/15
US military standards MIL,QPL-AS5877-2020,"Nozzle, Aircraft Pressure Refueling","NOZZLE, AIRCRAFT PRESSURE REFUELING",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2020/5/20
US military standards MIL,MS 91526-1958(R1991),"Mounts Vibration, Beam-Type, Classes A And B (For Use With Electronic Equipment In Aircraft)","MOUNTS VIBRATION, BEAM-TYPE, CLASSES A AND B (FOR USE WITH ELECTRONIC EQUIPMENT IN AIRCRAFT)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1991/8/16
US military standards MIL,MS 24578-1973(R1991),"Adapter, Base - Aircraft Navigational Light, Flasher","ADAPTER, BASE - AIRCRAFT NAVIGATIONAL LIGHT, FLASHER",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1991/3/28
US military standards MIL,QPL-18288-1960(R1987),"Hose And Hose Assemblies, Aircraft, Self Sealing..","HOSE AND HOSE ASSEMBLIES, AIRCRAFT, SELF SEALING..",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/10/8
US military standards MIL,MS 39018-1966(R1996),"Ferrule, Electrical Conduit: Spark Plug Cable (Other Than Aircraft)","FERRULE, ELECTRICAL CONDUIT: SPARK PLUG CABLE (OTHER THAN AIRCRAFT)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/6/18
US military standards MIL,MS 90352-1982,"Converter, 120 Ampere, Aircraft, For An/Avq-2C Crb","CONVERTER, 120 AMPERE, AIRCRAFT, FOR AN/AVQ-2C CRB",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1982/9/30
US military standards MIL,MS 29590-2007(R2017),"Cooler-Lubricating Oil, Aircraft Engine, Petroleum Base, Tubular, Round","COOLER-LUBRICATING OIL, AIRCRAFT ENGINE, PETROLEUM BASE, TUBULAR, ROUND",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2017/6/14
US military standards MIL,MS 14193-1997,"Aircraft Tire Life Cycle Costing (Lcc), Procedures","AIRCRAFT TIRE LIFE CYCLE COSTING (LCC), PROCEDURES",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/1/29
US military standards MIL,MS 14482-1986(R1996),"Tire, Pneumatic, Aircraft, 36 X 11, 24 Pr","TIRE, PNEUMATIC, AIRCRAFT, 36 X 11, 24 PR",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 24498-1978(R1995),"Battery, Aircraft Storage, Nickel-Cadmium, 24 Volts, 34 Ampere Hour, 27 Degrees","BATTERY, AIRCRAFT STORAGE, NICKEL-CADMIUM, 24 VOLTS, 34 AMPERE HOUR, 27 DEGREES",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1995/5/25
US military standards MIL,MS 28130-1965(R1996),"Transmitters, Pressure, Synchro, Aircraft, 165 Degree Movement","TRANSMITTERS, PRESSURE, SYNCHRO, AIRCRAFT, 165 DEGREE MOVEMENT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/16
US military standards MIL,MIL-S-8806-1970(R1987),Sound Pressure Levels In Aircraft,SOUND PRESSURE LEVELS IN AIRCRAFT,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/5/28
US military standards MIL,MIL-STD-1325/196-1980(R2014),"Railcar Loading Dispenser And Bomb, Aircraft Bu-Mk 20 And Mods (Rockeye Ii) In Container Cnu-319/E Unit Load Underway Replenishment","RAILCAR LOADING DISPENSER AND BOMB, AIRCRAFT BU-MK 20 AND MODS (ROCKEYE II) IN CONTAINER CNU-319/E UNIT LOAD UNDERWAY REPLENISHMENT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2014/4/8
US military standards MIL,MIL-T-7101/7-1965(R2010),"Transmission, Constant Speed, Hydraulic, 20 Kva, S-2/E1 Aircraft","TRANSMISSION, CONSTANT SPEED, HYDRAULIC, 20 KVA, S-2/E1 AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2010/2/3
US military standards MIL,MIL-C-6879-1967(R1989),"Container, Carrying And Storage Signal Illumination Aircraft Cnu-96/C And Cnu-971C","CONTAINER, CARRYING AND STORAGE SIGNAL ILLUMINATION AIRCRAFT CNU-96/C AND CNU-971C",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1989/10/20
US military standards MIL,MIL-STD-1323-252-1981(R2006),"Unit Load, For Underway Replenishment, Flare, Aircraft, Parachute,Luu-2B/B (In Plastic Container)","UNIT LOAD, FOR UNDERWAY REPLENISHMENT, FLARE, AIRCRAFT, PARACHUTE,LUU-2B/B (IN PLASTIC CONTAINER)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2006/1/25
US military standards MIL,MIL-STD-1559-1984(R1997),"Numbers, Serial, Aircraft Gas Turbine Engine And Engine Module Assignment Of","NUMBERS, SERIAL, AIRCRAFT GAS TURBINE ENGINE AND ENGINE MODULE ASSIGNMENT OF",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/2/14
US military standards MIL,MIL-T-26780-1982(R2012),"Tie Down, Cargo, Aircraft, Nylon Web Net","TIE DOWN, CARGO, AIRCRAFT, NYLON WEB NET",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2012/12/7
US military standards MIL,MIL-PRF-83870-2008(R2017),"Filter Element, Disposable, 20 Micron Absolute, Constant Speed Drive, Aircraft","FILTER ELEMENT, DISPOSABLE, 20 MICRON ABSOLUTE, CONSTANT SPEED DRIVE, AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2017/9/21
US military standards MIL,MIL-T-81772-1986(R2019),"Thinner, Aircraft Coating","THINNER, AIRCRAFT COATING",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/8/23
US military standards MIL,MIL-L-81174/4-1973(R2019),"Light, Landing, Aircraft, Retractable","LIGHT, LANDING, AIRCRAFT, RETRACTABLE",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/7/25
US military standards MIL,MIL-R-9345-1954(R1997),"Regulator, Air Pressure, Aircraft Cabin, General Specification Forvsmf","REGULATOR, AIR PRESSURE, AIRCRAFT CABIN, GENERAL SPECIFICATION FORVSMF",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/7/23
US military standards MIL,MIL-A-8064-1970(R1987),"Actuators And Actuating Systems, Aircraft,","ACTUATORS AND ACTUATING SYSTEMS, AIRCRAFT,",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/5/28
US military standards MIL,MIL-C-5778-1997,"Covers, Aircraft Components, General Requirements For","COVERS, AIRCRAFT COMPONENTS, GENERAL REQUIREMENTS FOR",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/9/17
US military standards MIL,MIL-R-83936-1977(R1978),"Remover,Paint,Tank Type;Aircraft Wheels","REMOVER,PAINT,TANK TYPE;AIRCRAFT WHEELS",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1978/8/11
US military standards MIL,MIL-S-22999/2-1986(R2019),"Starter, Aircraft Engine, Hydraulic For T64 Engine","STARTER, AIRCRAFT ENGINE, HYDRAULIC FOR T64 ENGINE",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/8/1
US military standards MIL,MIL-T-81339-1965(R1972),"Tractor, Expeditionary Aircraft Tow, Hydraulic Driven, Diesel Engine Powered Fs/N Vx-1730-912-3492","TRACTOR, EXPEDITIONARY AIRCRAFT TOW, HYDRAULIC DRIVEN, DIESEL ENGINE POWERED FS/N VX-1730-912-3492",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1972/3/13
US military standards MIL,MIL-DTL-83140-2014(R2019),"Wire Rope: Stainless Steel, Preformed, Rotation Resistant, For Aircraft Rescue Hoist, Utility Hoist And Winching","WIRE ROPE: STAINLESS STEEL, PREFORMED, ROTATION RESISTANT, FOR AIRCRAFT RESCUE HOIST, UTILITY HOIST AND WINCHING",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/2/26
US military standards MIL,MIL-DTL-83413/4-2014(R2019),"Connectors And Assemblies, Electrical, Aircraft Grounding: Plugs, For Types I And Ii Grounding Assemblies","CONNECTORS AND ASSEMBLIES, ELECTRICAL, AIRCRAFT GROUNDING: PLUGS, FOR TYPES I AND II GROUNDING ASSEMBLIES",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/5/29
US military standards MIL,MIL-B-49450/6A-1988,"Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-716/A, Low Capacity Cell","Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-716/A, Low Capacity Cell",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1988/7/19
US military standards MIL,MIL-D-14721-1968,"Dispenser And Bomb, Aircraft Cbu-46/A Loading, Assembling And Packing","Dispenser And Bomb, Aircraft Cbu-46/A Loading, Assembling And Packing",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1986/4/25
US military standards MIL,MS 90362-1976(R2006),"Connector, Receptacle External Electric Power, Aircraft, 115/200 Volt, 400 Hertz","CONNECTOR, RECEPTACLE EXTERNAL ELECTRIC POWER, AIRCRAFT, 115/200 VOLT, 400 HERTZ",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2006/9/21
US military standards MIL,MS 91402-1958(R1990),"Cases, Small-Size (For Use With Electronic Equipment In Aircraft)","CASES, SMALL-SIZE (FOR USE WITH ELECTRONIC EQUIPMENT IN AIRCRAFT)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1990/12/31
US military standards MIL,AND 10002-1949(R1960),Mounting Pad And Drive - Aircraft Engine Generator And Power Take-Off,MOUNTING PAD AND DRIVE - AIRCRAFT ENGINE GENERATOR AND POWER TAKE-OFF,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1960/3/17
US military standards MIL,MS 24220-1976(R1998),"Brush, Electrical Contact, Dynamotor L.V., Aircraft","BRUSH, ELECTRICAL CONTACT, DYNAMOTOR L.V., AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/4/8
